file,category,super_category,target,transcription,processed,is_hallucination,is_looping,boh_matches,char_count,word_count
1-68670-A-34.wav,can_opening,interior,34,Thank you.,,True,False,"['thank you', 'you']",10,2
1-68734-A-34.wav,can_opening,interior,34,Thank you.,,True,False,"['thank you', 'you']",10,2
1-69165-A-34.wav,can_opening,interior,34,Thank you for watching!,,True,False,"['thank you', 'thank you for watching', 'you']",23,4
1-69422-A-3.wav,cow,animals,3,,,False,False,[],0,0
1-69641-A-3.wav,cow,animals,3,,,False,False,[],0,0
1-69760-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
1-70300-A-45.wav,train,exterior,45,.,.,True,False,[],1,1
1-7057-A-12.wav,crackling_fire,natural,12,,,False,False,[],0,0
1-71030-A-6.wav,hen,animals,6,,,False,False,[],0,0
1-72195-A-37.wav,clock_alarm,interior,37,Thank you.,,True,False,"['thank you', 'you']",10,2
1-72195-B-37.wav,clock_alarm,interior,37,,,False,False,[],0,0
1-72229-A-6.wav,hen,animals,6,"Oh, my God.","Oh, my God.",True,False,[],11,3
1-72229-B-6.wav,hen,animals,6,Ha ha ha ha!,Ha ha ha ha!,True,True,[],12,4
1-72695-A-26.wav,laughing,human_non_speech,26,,,False,False,[],0,0
1-73123-A-26.wav,laughing,human_non_speech,26,Ha ha ha ha ha. Ha ha ha ha. Ha ha.,Ha ha ha. Ha ha ha ha. Ha ha.,True,True,[],35,11
1-73585-A-7.wav,insects,animals,7,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-74517-A-37.wav,clock_alarm,interior,37,Beeping,Beeping,True,False,[],7,1
1-7456-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-75162-A-9.wav,crow,animals,9,,,False,False,[],0,0
1-75189-A-7.wav,insects,animals,7,Thank you.,,True,False,"['thank you', 'you']",10,2
1-75190-A-8.wav,sheep,animals,8,,,False,False,[],0,0
1-76831-A-42.wav,siren,exterior,42,,,False,False,[],0,0
1-76831-B-42.wav,siren,exterior,42,,,False,False,[],0,0
1-76831-C-42.wav,siren,exterior,42,,,False,False,[],0,0
1-76831-D-42.wav,siren,exterior,42,,,False,False,[],0,0
1-76831-E-42.wav,siren,exterior,42,,,False,False,[],0,0
1-77160-A-3.wav,cow,animals,3,gy två,gy två,True,False,[],6,2
1-77241-A-3.wav,cow,animals,3,MOOOOOOOOOOO,MOOOOOOOOOOO,True,False,[],12,1
1-79113-A-5.wav,cat,animals,5,Meow.,Meow.,True,False,[],5,1
1-79146-A-29.wav,drinking_sipping,human_non_speech,29,Thank you for watching!,,True,False,"['thank you', 'thank you for watching', 'you']",23,4
1-79220-A-17.wav,pouring_water,natural,17,Thank you for watching!,,True,False,"['thank you', 'thank you for watching', 'you']",23,4
1-79236-A-36.wav,vacuum_cleaner,interior,36,We'll see you in sex.,We'll see in sex.,True,False,['you'],21,5
1-79711-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-7973-A-7.wav,insects,animals,7,Thank you.,,True,False,"['thank you', 'you']",10,2
1-7974-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
1-7974-B-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
1-80785-A-7.wav,insects,animals,7,Thank you.,,True,False,"['thank you', 'you']",10,2
1-80840-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-80841-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-81001-A-30.wav,door_knock,interior,30,.,.,True,False,[],1,1
1-81001-B-30.wav,door_knock,interior,30,,,False,False,[],0,0
1-81269-A-3.wav,cow,animals,3,Rin,Rin,True,False,[],3,1
1-81851-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
1-81883-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
1-82817-A-30.wav,door_knock,interior,30,Thank you.,,True,False,"['thank you', 'you']",10,2
1-84393-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-84536-A-39.wav,glass_breaking,interior,39,Thank you for watching!,,True,False,"['thank you', 'thank you for watching', 'you']",23,4
1-84704-A-39.wav,glass_breaking,interior,39,You,,True,False,['you'],3,1
1-84705-A-39.wav,glass_breaking,interior,39,Thank you.,,True,False,"['thank you', 'you']",10,2
1-85123-A-31.wav,mouse_click,interior,31,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-85168-A-39.wav,glass_breaking,interior,39,BANG!,BANG!,True,False,[],5,1
1-85184-A-39.wav,glass_breaking,interior,39,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-85362-A-0.wav,dog,animals,0,"Woof, woof, woof, woof, woof, woof.","Woof, woof, woof.",True,True,[],35,6
1-85909-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-87565-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-88409-A-45.wav,train,exterior,45,where in the world are we now No one knows,where in world are we now No one knows,True,False,['the'],42,10
1-88409-B-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
1-88574-A-8.wav,sheep,animals,8,"Oh, oh, oh.","Oh, oh, oh.",True,False,[],11,3
1-88807-A-39.wav,glass_breaking,interior,39,Thank you.,,True,False,"['thank you', 'you']",10,2
1-90797-A-15.wav,water_drops,natural,15,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-91359-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-91359-B-11.wav,sea_waves,natural,11,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-94036-A-22.wav,clapping,human_non_speech,22,Thank you.,,True,False,"['thank you', 'you']",10,2
1-94231-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-94231-B-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-95563-A-31.wav,mouse_click,interior,31,,,False,False,[],0,0
1-96890-A-37.wav,clock_alarm,interior,37,,,False,False,[],0,0
1-96950-A-9.wav,crow,animals,9,,,False,False,[],0,0
1-96950-B-9.wav,crow,animals,9,,,False,False,[],0,0
1-97392-A-0.wav,dog,animals,0,Bark! Bark! Bark! Bark!,Bark!,True,True,[],23,4
1-977-A-39.wav,glass_breaking,interior,39,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-97793-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
1-9841-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-9886-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
1-9887-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
1-9887-B-49.wav,hand_saw,exterior,49,Thank you.,,True,False,"['thank you', 'you']",10,2
1-99958-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
2-100648-A-43.wav,car_horn,exterior,43,Beeping,Beeping,True,False,[],7,1
2-100786-A-1.wav,rooster,animals,1,AAAAAAAAAAAAAA,AAAAAAAAAAAAAA,True,False,[],14,1
2-101676-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-A-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-B-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-C-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-D-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-E-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-F-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102414-G-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102435-A-37.wav,clock_alarm,interior,37,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102567-A-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102567-B-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102567-C-35.wav,washing_machine,interior,35,.,.,True,False,[],1,1
2-102567-D-35.wav,washing_machine,interior,35,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-102568-A-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102581-A-29.wav,drinking_sipping,human_non_speech,29,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102581-B-29.wav,drinking_sipping,human_non_speech,29,Thank you.,,True,False,"['thank you', 'you']",10,2
2-102852-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
2-103423-A-3.wav,cow,animals,3,,,False,False,[],0,0
2-103424-A-3.wav,cow,animals,3,,,False,False,[],0,0
2-103426-A-3.wav,cow,animals,3,,,False,False,[],0,0
2-103427-A-3.wav,cow,animals,3,,,False,False,[],0,0
2-103428-A-3.wav,cow,animals,3,,,False,False,[],0,0
2-104105-A-19.wav,thunderstorm,natural,19,Thank you.,,True,False,"['thank you', 'you']",10,2
2-104105-B-19.wav,thunderstorm,natural,19,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-104168-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
2-104475-A-37.wav,clock_alarm,interior,37,,,False,False,[],0,0
2-104476-A-37.wav,clock_alarm,interior,37,,,False,False,[],0,0
2-104877-A-3.wav,cow,animals,3,Oh,Oh,True,False,[],2,1
2-104952-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
2-104952-B-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
2-105270-A-47.wav,airplane,exterior,47,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106014-A-44.wav,engine,exterior,44,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106015-A-44.wav,engine,exterior,44,,,False,False,[],0,0
2-106015-B-44.wav,engine,exterior,44,,,False,False,[],0,0
2-106019-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106072-A-36.wav,vacuum_cleaner,interior,36,,,False,False,[],0,0
2-106073-A-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106486-A-44.wav,engine,exterior,44,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106487-A-44.wav,engine,exterior,44,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106849-A-47.wav,airplane,exterior,47,Thank you.,,True,False,"['thank you', 'you']",10,2
2-106881-A-39.wav,glass_breaking,interior,39,,,False,False,[],0,0
2-107228-A-44.wav,engine,exterior,44,Thank you.,,True,False,"['thank you', 'you']",10,2
2-107228-B-44.wav,engine,exterior,44,Thank you.,,True,False,"['thank you', 'you']",10,2
2-107351-A-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
2-107351-B-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
2-108017-A-24.wav,coughing,human_non_speech,24,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-108760-A-14.wav,chirping_birds,natural,14,,,False,False,[],0,0
2-108760-B-14.wav,chirping_birds,natural,14,,,False,False,[],0,0
2-108761-A-14.wav,chirping_birds,natural,14,Thank you.,,True,False,"['thank you', 'you']",10,2
2-108763-A-9.wav,crow,animals,9,Ha! Ha! Ha! Ha!,Ha!,True,True,[],15,4
2-108766-A-9.wav,crow,animals,9,,,False,False,[],0,0
2-108767-A-9.wav,crow,animals,9,,,False,False,[],0,0
2-108767-B-9.wav,crow,animals,9,,,False,False,[],0,0
2-108767-C-9.wav,crow,animals,9,,,False,False,[],0,0
2-109231-A-9.wav,crow,animals,9,,,False,False,[],0,0
2-109231-B-9.wav,crow,animals,9,Back! Back! Back! Back! Back! Back!,Back!,True,True,[],35,6
2-109231-C-9.wav,crow,animals,9,,,False,False,[],0,0
2-109316-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
2-109371-A-16.wav,wind,natural,16,,,False,False,[],0,0
2-109371-B-16.wav,wind,natural,16,,,False,False,[],0,0
2-109371-C-16.wav,wind,natural,16,,,False,False,[],0,0
2-109371-D-16.wav,wind,natural,16,,,False,False,[],0,0
2-109374-A-16.wav,wind,natural,16,,,False,False,[],0,0
2-109505-A-21.wav,sneezing,human_non_speech,21,P bar,P bar,True,False,[],5,2
2-109759-A-26.wav,laughing,human_non_speech,26,prevention and,prevention and,True,False,[],14,2
2-109759-B-26.wav,laughing,human_non_speech,26,,,False,False,[],0,0
2-110010-A-5.wav,cat,animals,5,Meow!,Meow!,True,False,[],5,1
2-110011-A-5.wav,cat,animals,5,Meow!,Meow!,True,False,[],5,1
2-110417-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
2-110417-B-28.wav,snoring,human_non_speech,28,Thank you.,,True,False,"['thank you', 'you']",10,2
2-110613-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
2-110614-A-8.wav,sheep,animals,8,Yeah!,Yeah!,True,False,[],5,1
2-110614-B-8.wav,sheep,animals,8,,,False,False,[],0,0
2-112213-A-39.wav,glass_breaking,interior,39,Thank you.,,True,False,"['thank you', 'you']",10,2
2-112213-B-39.wav,glass_breaking,interior,39,Thank you.,,True,False,"['thank you', 'you']",10,2
2-114254-A-30.wav,door_knock,interior,30,Thank you.,,True,False,"['thank you', 'you']",10,2
2-114280-A-0.wav,dog,animals,0,Yeah,Yeah,True,False,[],4,1
2-114587-A-0.wav,dog,animals,0,,,False,False,[],0,0
2-114609-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
2-114609-B-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
2-116400-A-0.wav,dog,animals,0,"Yes, yes, yes, yes. Yes, yes, yes.","Yes, yes, yes, yes. Yes, yes, yes.",True,True,[],34,7
2-117116-A-37.wav,clock_alarm,interior,37,Beeping,Beeping,True,False,[],7,1
2-117271-A-0.wav,dog,animals,0,Oh,Oh,True,False,[],2,1
2-117330-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
2-117615-A-48.wav,fireworks,exterior,48,,,False,False,[],0,0
2-117615-B-48.wav,fireworks,exterior,48,Thank you.,,True,False,"['thank you', 'you']",10,2
2-117615-C-48.wav,fireworks,exterior,48,I don't know.,I don't know.,True,False,[],13,3
2-117615-D-48.wav,fireworks,exterior,48,,,False,False,[],0,0
2-117615-E-48.wav,fireworks,exterior,48,,,False,False,[],0,0
2-117616-A-48.wav,fireworks,exterior,48,Boom! Boom! Boom!,Boom!,True,True,[],17,3
2-117617-A-48.wav,fireworks,exterior,48,,,False,False,[],0,0
2-117625-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
2-117795-A-3.wav,cow,animals,3,"Oh, my God.","Oh, my God.",True,False,[],11,3
2-117795-B-3.wav,cow,animals,3,R.I.P.,R.I.P.,True,False,[],6,1
2-118072-A-0.wav,dog,animals,0,Wow,Wow,True,False,[],3,1
2-118104-A-21.wav,sneezing,human_non_speech,21,Thank you. Thank you.,,True,False,"['thank you', 'you']",21,4
2-118459-A-32.wav,keyboard_typing,interior,32,,,False,False,[],0,0
2-118459-B-32.wav,keyboard_typing,interior,32,,,False,False,[],0,0
2-118624-A-30.wav,door_knock,interior,30,you,,True,False,['you'],3,1
2-118625-A-30.wav,door_knock,interior,30,you,,True,False,['you'],3,1
2-118817-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
2-118964-A-0.wav,dog,animals,0,Dum Bum Podcast,Dum Bum Podcast,True,False,[],15,3
2-119102-A-21.wav,sneezing,human_non_speech,21,Thank you.,,True,False,"['thank you', 'you']",10,2
2-119139-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
2-119161-A-8.wav,sheep,animals,8,Baa! Baa! Baa!,Baa!,True,True,[],14,3
2-119161-B-8.wav,sheep,animals,8,,,False,False,[],0,0
2-119161-C-8.wav,sheep,animals,8,fakt,fakt,True,False,[],4,1
2-119748-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
2-120218-A-30.wav,door_knock,interior,30,Thank you.,,True,False,"['thank you', 'you']",10,2
2-120218-B-30.wav,door_knock,interior,30,.,.,True,False,[],1,1
2-120333-A-32.wav,keyboard_typing,interior,32,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-120586-A-6.wav,hen,animals,6,,,False,False,[],0,0
2-120587-A-6.wav,hen,animals,6,,,False,False,[],0,0
2-121909-A-35.wav,washing_machine,interior,35,,,False,False,[],0,0
2-121978-A-29.wav,drinking_sipping,human_non_speech,29,That's the least I can tell you.,That's least I can tell .,True,False,"['you', 'the']",32,7
2-122066-A-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-122066-B-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-122067-A-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-122067-B-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
2-122104-A-0.wav,dog,animals,0,"Woof, woof, woof, woof. Woof. Woof, woof.","Woof, woof, woof, woof. Woof. Woof, woof.",True,True,[],41,7
2-122104-B-0.wav,dog,animals,0,What? What? What? What? What?,What?,True,True,[],29,5
2-122616-A-14.wav,chirping_birds,natural,14,Thank you.,,True,False,"['thank you', 'you']",10,2
2-122763-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
2-122763-B-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
2-122820-A-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
2-122820-B-36.wav,vacuum_cleaner,interior,36,.,.,True,False,[],1,1
2-123712-A-33.wav,door_wood_creaks,interior,33,Thank you.,,True,False,"['thank you', 'you']",10,2
2-123896-A-24.wav,coughing,human_non_speech,24,"Cough, cough, cough.","Cough, cough, cough.",True,False,[],20,3
2-124564-A-15.wav,water_drops,natural,15,,,False,False,[],0,0
2-124662-A-11.wav,sea_waves,natural,11,,,False,False,[],0,0
2-125520-A-43.wav,car_horn,exterior,43,. . .,.,True,False,[],5,3
2-125821-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
2-125875-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
2-125966-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
2-126433-A-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
2-126756-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
2-127108-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
2-127109-A-6.wav,hen,animals,6,HAHAHAHAHAHAHAHAHAHA,HAHAHAHAHAHAHAHAHAHA,True,False,[],20,1
2-128465-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
2-128465-B-43.wav,car_horn,exterior,43,,,False,False,[],0,0
2-128631-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
2-130245-A-34.wav,can_opening,interior,34,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-130978-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
2-130979-A-21.wav,sneezing,human_non_speech,21,You,,True,False,['you'],3,1
2-131943-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
2-132157-A-11.wav,sea_waves,natural,11,,,False,False,[],0,0
2-132157-B-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
2-133863-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
2-133889-A-30.wav,door_knock,interior,30,,,False,False,[],0,0
2-134049-A-6.wav,hen,animals,6,,,False,False,[],0,0
2-134700-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
2-134915-A-30.wav,door_knock,interior,30,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-135649-A-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
2-135649-B-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-135649-C-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-135728-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
2-135860-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
2-137162-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
2-138257-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
2-138465-A-43.wav,car_horn,exterior,43,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-139748-A-15.wav,water_drops,natural,15,Thank you.,,True,False,"['thank you', 'you']",10,2
2-139748-B-15.wav,water_drops,natural,15,Thank you.,,True,False,"['thank you', 'you']",10,2
2-139749-A-15.wav,water_drops,natural,15,Cooked the associated dipping sauce. Dijon mustard and thymeϞ Mayonnaise and lemon with ihren那么 잘 intermediate valid,Cooked asciated dipping sauce. Dijon mustard and thymeϞ Mayonnaise and lemon with ihren那么 잘 intermediate valid,True,False,"['the', 'so']",116,17
2-140147-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
2-140841-A-30.wav,door_knock,interior,30,you,,True,False,['you'],3,1
2-141563-A-39.wav,glass_breaking,interior,39,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-141584-A-38.wav,clock_tick,interior,38,you,,True,False,['you'],3,1
2-141681-A-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
2-141681-B-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
2-141682-A-36.wav,vacuum_cleaner,interior,36,,,False,False,[],0,0
2-141682-B-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
2-144031-A-34.wav,can_opening,interior,34,You,,True,False,['you'],3,1
2-144137-A-43.wav,car_horn,exterior,43,you,,True,False,['you'],3,1
2-146877-A-31.wav,mouse_click,interior,31,,,False,False,[],0,0
2-146877-B-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
2-151079-A-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
2-152895-A-31.wav,mouse_click,interior,31,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-152964-A-31.wav,mouse_click,interior,31,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-153388-A-31.wav,mouse_click,interior,31,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-154688-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
2-155801-A-11.wav,sea_waves,natural,11,.,.,True,False,[],1,1
2-157488-A-6.wav,hen,animals,6,,,False,False,[],0,0
2-158746-A-2.wav,pig,animals,2,AAAAAAAAARRAUHHHHilel,AAAAAAAAARRAUHHHHilel,True,False,[],21,1
2-158746-B-2.wav,pig,animals,2,40,40,True,False,[],2,1
2-158746-C-2.wav,pig,animals,2,Grrrrrrrrrrrrrrrr,Grrrrrrrrrrrrrrrr,True,False,[],17,1
2-158746-D-2.wav,pig,animals,2,,,False,False,[],0,0
2-160128-A-7.wav,insects,animals,7,,,False,False,[],0,0
2-160888-A-47.wav,airplane,exterior,47,,,False,False,[],0,0
2-165801-A-48.wav,fireworks,exterior,48,Thank you.,,True,False,"['thank you', 'you']",10,2
2-166644-A-2.wav,pig,animals,2,LAUGHTER,LAUGHTER,True,False,[],8,1
2-166644-B-2.wav,pig,animals,2,,,False,False,[],0,0
2-166644-C-2.wav,pig,animals,2,,,False,False,[],0,0
2-173559-A-39.wav,glass_breaking,interior,39,BANG!,BANG!,True,False,[],5,1
2-173607-A-39.wav,glass_breaking,interior,39,I,I,True,False,[],1,1
2-173618-A-39.wav,glass_breaking,interior,39,BANG!,BANG!,True,False,[],5,1
2-182508-A-8.wav,sheep,animals,8,,,False,False,[],0,0
2-182508-B-8.wav,sheep,animals,8,,,False,False,[],0,0
2-184077-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
2-18766-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-18766-B-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-188822-A-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-188822-B-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-188822-C-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-188822-D-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-196688-A-8.wav,sheep,animals,8,,,False,False,[],0,0
2-205966-A-16.wav,wind,natural,16,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-209471-A-25.wav,footsteps,human_non_speech,25,,,False,False,[],0,0
2-209472-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
2-209473-A-25.wav,footsteps,human_non_speech,25,,,False,False,[],0,0
2-209474-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
2-209475-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
2-209476-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
2-209477-A-25.wav,footsteps,human_non_speech,25,,,False,False,[],0,0
2-209478-A-25.wav,footsteps,human_non_speech,25,,,False,False,[],0,0
2-250710-A-39.wav,glass_breaking,interior,39,,,False,False,[],0,0
2-25292-A-22.wav,clapping,human_non_speech,22,Oh,Oh,True,False,[],2,1
2-25293-A-22.wav,clapping,human_non_speech,22,Thank you.,,True,False,"['thank you', 'you']",10,2
2-262579-A-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
2-28314-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-28314-B-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-30322-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-30322-B-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
2-32515-A-4.wav,frog,animals,4,I'm not going to sleep. I'm not going to sleep.,I'm not going to sleep. I'm not going to sleep.,True,False,[],47,10
2-32515-B-4.wav,frog,animals,4,das,das,True,False,[],3,1
2-32515-C-4.wav,frog,animals,4,I'm not going to do it. I'm not going to do it. I'm not going to do it.,I'm not going to do it.,True,True,[],71,18
2-32515-D-4.wav,frog,animals,4,I'm going to make it. I'm going to make it. I'm going to make it.,I'm going to make it.,True,True,[],65,15
2-32834-A-4.wav,frog,animals,4,,,False,False,[],0,0
2-37806-A-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-37806-B-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
2-37806-C-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
2-37806-D-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
2-37870-A-2.wav,pig,animals,2,,,False,False,[],0,0
